STATE,NAME,YEAR,G,PA,AB,RBI,R,H,1B,2B,3B,HR,TB,SO,SB,AVG,OBP,SLG,GIDP,SAC,SF,BB,IBB,HBP,CS,GO,AO,G/F,SB%,TA,SSA
°h§Ð,³¯Ãh¤s,2000,90,406,337,33,41,81,66,11,2,2,102,56,7,0.24,0.343,0.303,5,12,3,50,0,4,3,126,77,1.636,0.7,0.617,547.36
°h§Ð,¶À¥ÌÀM,2000,88,382,344,24,52,107,88,15,1,3,133,31,42,0.311,0.36,0.387,1,4,3,21,3,7,14,109,100,1.09,0.75,0.817,624.05
°h§Ð,¾G¥ü¦æ,2000,88,355,320,30,32,78,56,18,2,2,106,31,8,0.244,0.302,0.331,2,4,3,26,0,2,3,102,112,0.911,0.727,0.575,539.75
°h§Ð,¶À©¾¸q,2000,88,375,325,51,52,115,85,19,0,11,167,30,23,0.354,0.43,0.514,8,2,2,38,1,7,9,87,95,0.916,0.719,1.04,995.85
°h§Ð,±i¤å©v,2000,87,336,280,37,32,65,40,17,4,4,102,54,3,0.232,0.334,0.364,5,5,4,40,2,5,2,92,73,1.26,0.6,0.685,599.14
°h§Ð,ªL©¨«G,2000,86,343,303,27,27,78,64,13,1,0,93,31,7,0.257,0.307,0.307,6,17,1,20,0,2,5,119,76,1.566,0.583,0.517,485.43
°h§Ð,ªL¥ò¬î,2000,86,345,302,45,40,85,52,17,1,15,149,45,2,0.281,0.36,0.493,11,0,3,34,1,5,2,87,88,0.989,0.5,0.83,955.46
°h§Ð,³¯·ç®¶,2000,85,389,333,27,46,91,75,12,4,0,111,34,13,0.273,0.358,0.333,8,8,2,41,1,4,3,140,70,2,0.813,0.672,519.27
°h§Ð,¸­§g¼ý,2000,85,298,273,22,28,72,62,10,0,0,82,41,2,0.264,0.316,0.3,6,4,0,17,0,4,4,90,70,1.286,0.333,0.498,455.74
°h§Ð,³¯³s§»,2000,84,348,286,46,51,87,54,17,3,13,149,65,8,0.304,0.416,0.521,6,0,2,49,4,7,9,68,68,1,0.471,1.014,943.2
°h§Ð,½²Â×¦w,2000,84,336,288,39,41,66,47,8,2,9,105,66,2,0.229,0.321,0.365,4,6,2,29,0,11,1,76,82,0.927,0.667,0.648,709.17
°h§Ð,³¯¤å»«,2000,84,304,276,46,36,72,42,17,2,11,126,41,18,0.261,0.31,0.457,7,1,3,20,3,1,6,87,79,1.101,0.75,0.774,836.87
°h§Ð,­Jªø»¨,2000,83,340,310,22,44,76,65,9,1,1,90,22,18,0.245,0.295,0.29,5,7,0,20,1,2,8,115,97,1.186,0.692,0.53,465.16
°h§Ð,¬x±Ò®p,2000,82,316,272,47,48,75,49,17,1,8,118,45,13,0.276,0.352,0.434,5,1,7,31,0,5,8,78,81,0.963,0.619,0.795,788.74
°h§Ð,¤ý®f¯E,2000,82,314,274,41,35,77,54,12,2,9,120,41,7,0.281,0.345,0.438,7,6,4,21,1,8,6,94,66,1.424,0.538,0.748,786.02
°h§Ð,Ã¹±Ó­ë,2000,82,317,260,44,30,83,50,21,1,11,139,61,1,0.319,0.424,0.535,6,0,2,37,5,12,2,54,64,0.844,0.333,1.049,898.23
°h§Ð,§d¨Îºa,2000,79,147,130,9,28,25,21,3,1,0,30,22,14,0.192,0.266,0.231,2,4,0,13,0,0,4,47,36,1.306,0.778,0.514,267.31
°h§Ð,ªL©ú¾Ë,2000,79,326,277,33,33,78,63,11,3,1,98,23,19,0.282,0.368,0.354,3,5,4,34,0,6,7,92,88,1.045,0.731,0.751,564.59
°h§Ð,¤ý¶Ç®a,2000,79,260,213,23,28,58,44,11,2,1,76,14,3,0.272,0.377,0.357,4,5,2,36,3,1,4,74,69,1.072,0.429,0.73,483.3
°h§Ð,±i®õ¤s,2000,78,303,280,38,39,71,49,10,1,11,116,38,11,0.254,0.3,0.414,10,0,3,16,0,4,3,94,80,1.175,0.786,0.662,779.57
°h§Ð,ªô¥ø±l,2000,77,237,215,8,18,48,41,7,0,0,55,34,8,0.223,0.257,0.256,4,11,1,4,0,6,4,69,65,1.062,0.667,0.417,318.26
°h§Ð,Âö§§Âí,2000,77,326,295,22,43,83,61,16,5,1,112,17,25,0.281,0.306,0.38,6,15,3,11,1,1,8,126,72,1.75,0.758,0.664,523.36
°h§Ð,³¯µaÂ×,2000,76,196,173,14,19,36,29,4,3,0,46,19,3,0.208,0.25,0.266,7,12,1,10,0,0,1,74,45,1.644,0.75,0.407,324.09
°h§Ð,´¿µØ°¶,2000,75,148,140,13,21,38,30,8,0,0,46,26,7,0.271,0.297,0.329,5,3,0,2,0,3,1,51,25,2.04,0.875,0.537,382.43
°h§Ð,Âö¾ð¤ì,2000,73,199,181,14,18,32,23,6,1,2,46,37,6,0.177,0.224,0.254,3,6,0,10,1,1,3,68,44,1.545,0.667,0.413,332.8
°h§Ð,³¯«Â§Ó,2000,72,177,161,18,11,40,33,5,1,1,50,44,0,0.248,0.303,0.311,7,1,1,13,1,0,3,47,31,1.516,0,0.489,408.45
°h§Ð,Ã¹°ê¼ý,2000,71,260,215,19,10,49,46,3,0,0,52,17,2,0.228,0.279,0.242,4,27,2,15,0,1,2,89,62,1.435,0.5,0.407,374.91
°h§Ð,½²©ø²»,2000,71,215,195,12,16,52,36,11,3,2,75,35,3,0.267,0.298,0.385,2,10,1,7,0,2,3,61,48,1.271,0.5,0.588,441.67
°h§Ð,¦ó?¤Z,2000,70,225,197,18,19,43,35,5,1,2,56,30,4,0.218,0.292,0.284,3,6,1,20,0,1,1,75,50,1.5,0.8,0.513,404.27
°h§Ð,³\¸tªN,2000,70,249,221,30,20,49,31,13,2,3,75,37,4,0.222,0.273,0.339,4,7,4,15,0,2,4,62,77,0.805,0.5,0.533,506.72
°h§Ð,¬_«Ø¾W,2000,69,84,75,7,17,15,7,4,4,0,27,15,3,0.2,0.274,0.36,0,0,1,8,0,0,5,26,20,1.3,0.375,0.585,262
°h§Ð,·¨ªQ©¶,2000,68,225,209,14,37,60,39,9,7,5,98,25,16,0.287,0.329,0.469,1,1,0,12,2,1,5,83,41,2.024,0.762,0.832,555.08
°h§Ð,¶À¶Q¸Î,2000,67,219,197,34,24,60,39,13,4,4,93,50,7,0.305,0.364,0.472,3,1,1,19,1,0,0,38,50,0.76,1,0.857,647.57
°h§Ð,ªL©ö¼W,2000,67,201,170,13,29,41,37,4,0,0,45,23,10,0.241,0.319,0.265,1,9,1,20,1,0,4,57,50,1.14,0.714,0.567,351.18
°h§Ð,³¯·ç©÷,2000,67,234,205,26,20,58,45,10,0,3,77,21,1,0.283,0.354,0.376,7,3,1,13,2,10,0,64,63,1.016,1,0.669,549.93
°h§Ð,§d¬L½÷,2000,66,228,203,18,18,48,36,11,0,1,62,27,3,0.236,0.295,0.305,7,4,3,15,0,3,2,66,65,1.015,0.6,0.506,408.45
°h§Ð,Ä¬Þm´¼,2000,65,124,106,4,14,25,21,3,0,1,31,24,4,0.236,0.319,0.292,2,5,0,9,0,4,4,35,22,1.591,0.5,0.552,306.85
°h§Ð,Ã¹ªQ¥Ã,2000,64,163,152,17,16,38,28,9,0,1,50,32,1,0.25,0.283,0.329,2,4,0,4,0,3,1,46,36,1.278,0.5,0.496,405
°h§Ð,³\»x¬°,2000,62,178,160,5,19,41,33,7,1,0,50,11,1,0.256,0.32,0.313,4,3,0,13,0,2,2,72,36,2,0.333,0.528,331.25
°h§Ð,°ª¥¿°¶,2000,61,112,96,8,11,18,14,4,0,0,22,22,1,0.188,0.255,0.229,1,6,1,8,0,1,1,38,19,2,0.5,0.4,249.5
°h§Ð,¶À¶v·ì,2000,59,134,118,11,9,24,17,6,0,1,33,14,2,0.203,0.264,0.28,2,5,1,8,0,2,0,36,45,0.8,1,0.469,311.39
°h§Ð,³¯¬F½å,2000,59,165,147,21,13,34,24,5,2,3,52,26,3,0.231,0.315,0.354,4,0,0,17,0,1,0,41,46,0.891,1,0.624,448.29
°h§Ð,¬x¥¿´Ü,2000,55,143,123,7,14,31,25,5,0,1,39,20,1,0.252,0.306,0.317,4,9,1,10,0,0,0,46,27,1.704,1,0.521,346.03
°h§Ð,¥Ûª÷¨ü,2000,54,146,124,15,9,22,14,7,0,1,32,16,3,0.177,0.268,0.258,4,4,2,16,0,0,0,45,43,1.047,1,0.481,304.42
°h§Ð,§õ©[­õ,2000,51,85,74,11,6,18,14,4,0,0,22,14,1,0.243,0.341,0.297,3,0,0,10,0,1,1,29,13,2.231,0.5,0.567,320.24
°h§Ð,±i¨ó¶i,2000,49,163,150,17,17,26,19,6,0,1,35,22,1,0.173,0.209,0.233,6,5,1,7,0,0,1,62,41,1.512,0.5,0.328,313.33
°h§Ð,³¢¤@®p,2000,43,105,88,15,11,13,10,1,0,2,20,28,1,0.148,0.227,0.227,0,8,0,8,0,1,0,24,23,1.043,1,0.4,282.73
°h§Ð,¬x¼wªÚ,2000,41,96,86,2,5,12,10,1,1,0,15,33,2,0.14,0.185,0.174,1,4,1,4,0,1,1,22,20,1.1,0.667,0.289,164.53
°h§Ð,©P´Ë¼Ý,2000,40,59,45,4,5,9,8,1,0,0,10,7,3,0.2,0.339,0.222,2,3,1,7,0,3,1,18,12,1.5,0.75,0.59,230
°h§Ð,§õ§Ó³Ç,2000,39,164,150,20,23,49,38,6,1,4,69,28,5,0.327,0.372,0.46,6,0,2,8,0,4,0,44,31,1.419,1,0.804,575.67
°h§Ð,³¯ª÷­Z,2000,39,136,117,9,20,31,23,6,1,1,42,10,4,0.265,0.344,0.359,4,4,0,14,1,0,2,39,37,1.054,0.667,0.663,371.96
°h§Ð,¿à±R¥ú,2000,38,76,65,2,2,19,17,2,0,0,21,7,2,0.292,0.352,0.323,3,5,0,5,0,1,1,22,17,1.294,0.667,0.58,323.31
°h§Ð,¤ýª÷«i,2000,38,150,139,24,10,41,31,7,1,2,56,18,2,0.295,0.338,0.403,7,2,0,8,0,1,0,43,37,1.162,1,0.638,510.96
°h§Ð,±i®a¯E,2000,37,91,84,8,8,19,15,2,2,0,25,21,2,0.226,0.278,0.298,0,1,0,5,0,1,2,28,16,1.75,0.5,0.493,291.19
°h§Ð,³\¶{´P,2000,35,136,118,14,9,31,25,3,0,3,43,19,0,0.263,0.353,0.364,1,0,1,15,0,2,0,38,31,1.226,0,0.682,435.71
°h§Ð,³¯©v¨j,2000,34,68,60,6,9,17,17,0,0,0,17,3,1,0.283,0.343,0.283,1,1,1,6,0,0,2,22,19,1.158,0.333,0.522,330.33
°h§Ð,ªLÂE»·,2000,33,125,109,23,20,36,20,8,0,8,68,16,3,0.33,0.403,0.624,5,0,1,12,1,2,1,44,44,1,0.75,1.089,673.28
°h§Ð,³¯¬±¨k,2000,33,38,36,7,8,12,11,0,0,1,15,8,9,0.333,0.368,0.417,0,0,0,1,0,1,3,7,9,0.778,0.75,0.963,403.33
°h§Ð,¤ý¥ú½÷,2000,30,112,105,17,8,27,21,6,0,0,33,18,1,0.257,0.304,0.314,3,0,0,7,0,0,1,20,40,0.5,0.5,0.5,375.14
°h§Ð,·¨±ÒøÊ,2000,27,14,13,2,5,1,0,1,0,0,2,2,3,0.077,0.143,0.154,1,0,0,0,0,1,1,8,2,4,0.75,0.429,88.92
°h§Ð,ªZ«Ø¦{,2000,27,46,39,5,9,8,7,0,0,1,11,9,1,0.205,0.304,0.282,0,0,1,4,0,2,2,13,10,1.3,0.333,0.545,261.13
°h§Ð,°ª°·Às,2000,21,41,37,4,6,7,4,1,0,2,14,13,0,0.189,0.211,0.378,1,3,0,1,0,0,0,9,8,1.125,0,0.484,263.19
°h§Ð,³¢³Õ©Ó,2000,19,40,37,1,1,8,6,2,0,0,10,11,0,0.216,0.275,0.27,1,0,0,3,0,0,0,13,5,2.6,0,0.433,231.22
°h§Ð,©P¥¿¶¯,2000,17,23,21,1,2,2,1,1,0,0,3,3,0,0.095,0.174,0.143,2,0,0,2,0,0,0,11,5,2.2,0,0.238,103.24
°h§Ð,¼B©¾©¨,2000,17,40,35,3,4,11,10,1,0,0,12,4,0,0.314,0.359,0.343,2,1,1,3,0,0,0,14,7,2,0,0.577,341.29
°h§Ð,§d¬f¾±,2000,15,31,26,0,1,4,4,0,0,0,4,8,0,0.154,0.241,0.154,0,2,0,3,0,0,0,10,4,2.5,0,0.318,157.85
°h§Ð,¬I¬L¦P,2000,11,9,9,0,0,1,1,0,0,0,1,3,0,0.111,0.111,0.111,0,0,0,0,0,0,0,2,3,0.667,0,0.125,112.11
°h§Ð,°ª¬FµØ,2000,10,25,20,3,4,4,3,1,0,0,5,6,0,0.2,0.261,0.25,0,2,1,2,0,0,0,6,5,1.2,0,0.438,220
°h§Ð,¤ý±RÄ£,2000,10,11,10,0,2,2,2,0,0,0,2,1,0,0.2,0.273,0.2,0,0,0,1,0,0,0,3,4,0.75,0,0.375,202
°h§Ð,³¯°·°¶,2000,9,22,21,1,0,3,3,0,0,0,3,3,0,0.143,0.136,0.143,0,0,1,0,0,0,0,9,7,1.286,0,0.167,150.86
°h§Ð,¤ý§Ó°¶,2000,9,26,21,3,3,5,4,1,0,0,6,6,0,0.238,0.36,0.286,2,1,0,4,0,0,0,8,2,4,0,0.556,259.1
°h§Ð,´¿´¼°»,2000,7,25,21,2,1,7,5,2,0,0,9,2,0,0.333,0.375,0.429,0,1,1,2,0,0,0,9,4,2.25,0,0.786,352.33
°h§Ð,»Z¼y­õ,2000,3,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
°h§Ð,³¯«T¸q,2000,2,2,2,1,0,1,1,0,0,0,1,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,1,0,0,1,506
°h§Ð,¾G©÷©ú,2001,90,390,341,38,58,82,58,14,5,5,121,55,15,0.24,0.314,0.355,8,11,1,37,0,0,3,124,81,1.531,0.833,0.641,651.47
°h§Ð,¶¾³Ó½å,2001,90,379,321,20,32,82,66,13,3,0,101,53,32,0.255,0.331,0.315,4,20,1,29,0,8,10,122,65,1.877,0.762,0.672,456.45
°h§Ð,ªL¥ò¬î,2001,89,370,329,54,38,94,64,12,0,18,160,53,2,0.286,0.359,0.486,4,0,2,37,0,2,3,83,101,0.822,0.4,0.831,1075.71
°h§Ð,¶À¶Q¸Î,2001,88,357,313,47,40,83,49,17,4,13,147,75,5,0.265,0.341,0.47,5,4,2,35,1,2,2,66,91,0.725,0.714,0.802,907.18
°h§Ð,¶À¥ÌÀM,2001,88,366,313,37,57,90,75,8,1,6,118,26,40,0.288,0.365,0.377,11,5,3,37,5,3,14,123,77,1.597,0.741,0.819,710.54
°h§Ð,¸­§g¼ý,2001,88,329,304,25,30,77,66,9,1,1,91,35,2,0.253,0.293,0.299,15,8,0,15,0,2,1,124,68,1.824,0.667,0.453,489.29
°h§Ð,¶À©¾¸q,2001,88,385,334,35,39,97,75,16,2,4,129,29,17,0.29,0.38,0.386,8,0,1,46,1,3,5,118,91,1.297,0.773,0.784,674.42
°h§Ð,¤ýª÷«i,2001,86,357,319,50,39,92,67,19,1,5,128,44,6,0.288,0.343,0.401,6,6,3,27,1,1,3,82,104,0.788,0.667,0.691,766.4
°h§Ð,§d¨Îºa,2001,85,215,181,18,32,34,28,5,1,0,41,26,22,0.188,0.275,0.227,4,11,1,20,0,2,9,70,52,1.346,0.71,0.531,318.85
°h§Ð,¤ý¶Ç®a,2001,85,334,286,30,40,86,64,19,0,3,114,51,8,0.301,0.381,0.399,4,2,5,36,1,4,5,75,79,0.949,0.615,0.78,624.7
°h§Ð,³¯³s§»,2001,84,339,279,44,49,80,52,21,0,7,122,61,10,0.287,0.395,0.437,8,0,6,52,0,2,4,67,77,0.87,0.714,0.882,768.74
°h§Ð,·¨ªQ©¶,2001,83,365,337,29,50,105,77,23,1,4,142,19,30,0.312,0.346,0.421,5,5,2,14,2,5,13,121,94,1.287,0.698,0.772,678.57
°h§Ð,Âö¾ð¤ì,2001,82,296,266,26,28,55,48,4,1,2,67,42,3,0.207,0.251,0.252,3,9,4,16,0,1,4,96,77,1.247,0.429,0.399,443.77
°h§Ð,½²Â×¦w,2001,82,313,281,35,38,80,54,18,2,6,120,59,8,0.285,0.329,0.427,4,8,3,14,1,6,2,66,79,0.835,0.8,0.72,699.7
°h§Ð,Ã¹±Ó­ë,2001,82,316,272,50,30,97,72,18,0,7,136,46,1,0.357,0.436,0.5,6,1,1,34,3,5,4,75,55,1.364,0.2,0.968,882.62
°h§Ð,³¯Ãh¤s,2001,82,312,270,27,33,69,52,12,2,3,94,43,7,0.256,0.337,0.348,10,6,2,32,0,2,5,97,63,1.54,0.583,0.625,544.56
°h§Ð,±i¤å©v,2001,82,231,190,26,27,43,36,3,1,3,57,43,3,0.226,0.33,0.3,4,8,1,29,2,1,3,61,44,1.386,0.5,0.597,473.32
°h§Ð,³¯°·°¶,2001,81,284,251,31,34,70,50,15,3,2,97,34,4,0.279,0.355,0.386,2,1,1,28,1,2,3,90,58,1.552,0.571,0.71,570.88
°h§Ð,³¯·ç®¶,2001,81,369,319,40,46,95,78,13,3,1,117,39,14,0.298,0.37,0.367,7,11,1,34,1,3,4,127,59,2.153,0.778,0.719,634.81
°h§Ð,¾G¥ü¦æ,2001,81,334,300,26,32,74,54,12,5,3,105,35,7,0.247,0.305,0.35,4,4,2,23,2,3,1,83,110,0.755,0.875,0.606,541.67
°h§Ð,¤ý®f¯E,2001,80,290,257,42,31,68,48,13,1,6,101,41,5,0.265,0.329,0.393,4,4,3,20,0,6,4,86,65,1.323,0.556,0.67,695.59
°h§Ð,±i®a¯E,2001,80,301,268,17,39,62,49,11,2,0,77,48,5,0.231,0.283,0.287,2,7,4,20,1,1,7,108,54,2,0.417,0.484,393.34
°h§Ð,ªL©ú¾Ë,2001,79,323,285,32,45,87,62,13,9,3,127,29,13,0.305,0.361,0.446,5,7,4,25,0,2,7,108,65,1.662,0.65,0.795,652.26
°h§Ð,³\¸tªN,2001,79,307,279,31,34,76,54,15,1,6,111,45,5,0.272,0.318,0.398,5,8,1,17,0,2,5,78,81,0.963,0.5,0.634,658.4
°h§Ð,±i®õ¤s,2001,79,325,291,53,50,74,51,9,1,13,124,45,6,0.254,0.322,0.426,7,0,2,28,2,2,4,95,79,1.203,0.6,0.711,903.3
°h§Ð,Ã¹°ê¼ý,2001,78,284,234,18,21,50,44,6,0,0,56,31,6,0.214,0.255,0.239,5,29,6,11,0,4,3,93,66,1.409,0.667,0.401,359.68
°h§Ð,´¿µØ°¶,2001,77,285,258,18,36,68,54,10,1,3,89,57,4,0.264,0.309,0.345,4,7,2,16,0,2,4,76,59,1.288,0.5,0.561,502.57
°h§Ð,¤ý¥ú½÷,2001,76,267,239,29,18,51,35,12,0,4,75,27,1,0.213,0.278,0.314,10,1,4,20,0,3,3,77,88,0.875,0.25,0.493,513.39
°h§Ð,¬_«Ø¾W,2001,75,126,109,11,26,29,21,4,2,2,43,27,5,0.266,0.341,0.394,0,3,1,12,0,1,5,23,31,0.742,0.5,0.718,404.06
°h§Ð,³¢¤@®p,2001,75,229,194,19,22,41,30,8,2,1,56,67,6,0.211,0.297,0.289,8,10,1,23,0,1,1,53,34,1.559,0.857,0.531,382.34
°h§Ð,½²©ø²»,2001,72,173,150,18,19,42,32,8,0,2,56,19,5,0.28,0.355,0.373,2,1,3,17,0,2,3,55,37,1.486,0.625,0.708,466
°h§Ð,Ã¹ªQ¥Ã,2001,72,235,205,12,16,37,25,8,2,2,55,44,0,0.18,0.251,0.268,3,8,2,16,0,4,2,64,62,1.032,0,0.434,335.49
°h§Ð,ªLÂE»·,2001,70,207,179,28,16,43,31,9,0,3,61,23,7,0.24,0.315,0.341,8,2,3,14,2,7,2,65,51,1.275,0.778,0.623,501.22
°h§Ð,§õ§Ó³Ç,2001,70,268,226,21,29,55,47,5,1,2,68,36,8,0.243,0.342,0.301,4,0,4,32,2,4,1,70,69,1.014,0.889,0.648,456.36
°h§Ð,©P¥¿¶¯,2001,69,141,129,9,12,25,17,6,1,1,36,34,3,0.194,0.245,0.279,1,2,1,7,0,2,2,42,29,1.448,0.6,0.449,294.8
°h§Ð,³\»x¬°,2001,68,173,154,11,22,47,41,6,0,0,53,15,5,0.305,0.359,0.344,0,6,0,12,0,1,1,62,30,2.067,0.833,0.657,413.19
°h§Ð,³¯µaÂ×,2001,68,155,134,13,14,37,30,6,0,1,46,17,2,0.276,0.324,0.343,5,10,1,9,0,1,4,50,31,1.613,0.333,0.547,407.12
°h§Ð,­Jªø»¨,2001,65,250,222,18,20,52,47,4,1,0,58,28,11,0.234,0.295,0.261,3,6,2,17,0,3,8,77,67,1.149,0.579,0.492,382.23
°h§Ð,³¯©v¨j,2001,63,145,137,16,11,29,21,8,0,0,37,21,2,0.212,0.238,0.27,3,2,1,4,0,1,1,42,46,0.913,0.667,0.393,328.68
°h§Ð,³¯¬F½å,2001,62,163,138,24,12,37,25,7,0,5,59,21,2,0.268,0.37,0.428,4,0,1,23,1,0,3,45,36,1.25,0.4,0.787,547.12
°h§Ð,¿à±R¥ú,2001,61,137,116,14,14,23,19,4,0,0,27,20,3,0.198,0.26,0.233,4,10,1,9,0,1,0,49,25,1.96,1,0.412,295.28
°h§Ð,´^¬F¶{,2001,59,169,136,19,20,43,32,5,1,5,65,33,5,0.316,0.433,0.478,4,5,0,25,0,3,3,32,28,1.143,0.625,0.98,576.18
°h§Ð,¬x±Ò®p,2001,58,213,182,26,26,47,29,10,1,7,80,42,3,0.258,0.351,0.44,8,0,2,27,2,0,7,49,46,1.065,0.3,0.747,608.24
°h§Ð,³¯«Â§Ó,2001,56,115,105,12,8,24,20,1,2,1,32,20,1,0.229,0.27,0.305,2,0,3,7,0,0,1,36,28,1.286,0.5,0.476,340.57
°h§Ð,ªô¥ø±l,2001,56,106,94,10,13,25,23,2,0,0,27,20,1,0.266,0.31,0.287,1,6,0,5,0,1,4,23,26,0.885,0.2,0.459,342.96
°h§Ð,°ª°·Às,2001,54,143,131,14,13,31,24,6,0,1,40,34,1,0.237,0.261,0.305,3,5,2,5,0,0,0,38,30,1.267,1,0.447,366.64
°h§Ð,¦ó?¤Z,2001,52,91,78,5,4,20,18,2,0,0,22,16,2,0.256,0.31,0.282,2,7,0,5,0,1,0,28,14,2,1,0.5,303.41
°h§Ð,³¯¤å»«,2001,49,168,149,15,15,28,13,10,0,5,53,33,4,0.188,0.245,0.356,7,4,2,10,1,2,0,53,38,1.395,1,0.547,415.92
°h§Ð,Ä¬Þm´¼,2001,48,82,71,4,12,7,6,1,0,0,8,24,0,0.099,0.179,0.113,0,4,0,5,0,2,4,24,16,1.5,0,0.221,126.59
°h§Ð,¦Ì¼Ö,2001,47,181,169,32,23,52,37,6,0,9,85,26,1,0.308,0.344,0.503,4,0,1,7,1,3,0,52,40,1.3,1,0.802,732.69
°h§Ð,¥Ûª÷¨ü,2001,46,122,106,10,11,21,13,5,3,0,32,20,0,0.198,0.286,0.302,3,3,0,10,0,3,1,41,24,1.708,0,0.506,280.11
°h§Ð,§d¬L½÷,2001,45,142,120,12,13,24,15,7,1,1,36,15,4,0.2,0.285,0.3,4,5,2,13,0,2,3,47,36,1.306,0.571,0.534,316
°h§Ð,³¯·ç©÷,2001,45,106,99,9,10,25,22,1,1,1,31,18,1,0.253,0.282,0.313,4,3,0,2,0,2,0,27,29,0.931,1,0.462,348.53
°h§Ð,¬ö«TÅï,2001,38,113,93,6,16,20,15,4,1,0,26,21,4,0.215,0.342,0.28,3,2,0,17,0,1,2,28,24,1.167,0.667,0.615,271.05
°h§Ð,¬I¬L¦P,2001,38,52,47,4,12,10,8,1,1,0,13,5,2,0.213,0.275,0.277,2,1,0,4,0,0,0,19,13,1.462,1,0.487,245.77
°h§Ð,³\¶{´P,2001,37,82,73,6,7,15,12,3,0,0,18,11,0,0.205,0.268,0.247,7,0,2,6,0,1,0,32,17,1.882,0,0.385,253.48
°h§Ð,°ª¬FµØ,2001,31,56,48,4,5,9,9,0,0,0,9,10,2,0.188,0.278,0.188,0,2,0,4,0,2,0,21,8,2.625,1,0.436,216.5
°h§Ð,«Ò¦h,2001,31,137,115,15,21,30,19,7,0,4,49,13,4,0.261,0.375,0.426,6,0,0,19,1,2,4,38,34,1.118,0.5,0.789,464.87
°h§Ð,³¯­P»·,2001,30,131,120,30,25,45,25,11,3,6,80,23,3,0.375,0.408,0.667,1,0,2,6,1,2,2,20,34,0.588,0.6,1.179,725
°h§Ð,³¢³Õ©Ó,2001,29,37,34,3,3,7,5,2,0,0,9,8,0,0.206,0.27,0.265,1,0,0,3,0,0,0,11,8,1.375,0,0.429,229.88
°h§Ð,´¿´­§Ó,2001,24,73,65,8,9,22,16,3,0,3,34,8,0,0.338,0.394,0.523,5,1,0,6,1,0,0,24,11,2.182,0,0.854,472.46
°h§Ð,©P´Ë¼Ý,2001,23,28,24,2,5,6,6,0,0,0,6,3,1,0.25,0.28,0.25,0,3,0,1,0,0,1,11,4,2.75,0.5,0.421,266
°h§Ð,°ª¥¿°¶,2001,8,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
°h§Ð,¾Gº~Â§,2001,2,5,4,0,1,0,0,0,0,0,0,1,0,0,0.2,0,0,0,0,1,0,0,0,2,1,2,0,0.25,0
°h§Ð,ªL©ö¼W,2001,1,3,3,0,0,1,1,0,0,0,1,0,0,0.333,0.333,0.333,0,0,0,0,0,0,1,2,0,0,0,0.333,334.33
°h§Ð,¾G©÷©ú,2002,90,302,262,26,27,53,42,8,1,2,69,52,8,0.202,0.266,0.263,4,13,3,21,0,3,2,79,81,0.975,0.8,0.47,441.29
°h§Ð,¶¾³Ó½å,2002,90,412,353,40,57,94,78,9,5,2,119,59,17,0.266,0.331,0.337,11,25,0,27,0,7,11,121,79,1.532,0.607,0.605,625.29
°h§Ð,±i®a¯E,2002,90,395,338,29,63,93,64,19,7,3,135,65,17,0.275,0.362,0.399,5,11,0,42,0,4,6,100,80,1.25,0.739,0.773,615.15
°h§Ð,½²Â×¦w,2002,89,375,340,84,58,100,63,15,1,21,180,81,3,0.294,0.336,0.529,9,2,5,19,4,5,3,71,93,0.763,0.5,0.837,1314.12
°h§Ð,´^¬F¶{,2002,88,358,277,71,66,86,48,17,3,18,163,82,16,0.31,0.442,0.588,5,3,6,62,2,8,6,53,62,0.855,0.727,1.243,1188.47
°h§Ð,¶À©¾¸q,2002,88,372,328,68,51,107,71,20,1,15,174,30,10,0.326,0.396,0.53,10,2,2,35,1,4,7,105,88,1.193,0.588,0.941,1140.22
°h§Ð,´¿µØ°¶,2002,87,362,315,45,63,93,73,11,2,7,129,50,14,0.295,0.375,0.41,4,5,1,35,0,6,4,114,59,1.932,0.778,0.8,789.24
°h§Ð,Âö¾ð¤ì,2002,86,351,295,28,44,83,70,10,1,2,101,50,3,0.281,0.345,0.342,6,23,3,28,0,2,3,87,78,1.115,0.5,0.606,562.36
°h§Ð,³¯·ç®¶,2002,86,359,305,29,35,67,54,11,1,1,83,37,4,0.22,0.308,0.272,7,12,2,36,0,4,7,116,87,1.333,0.364,0.504,467.67
°h§Ð,³¯¤å»«,2002,85,328,283,61,64,82,41,14,1,26,176,65,6,0.29,0.381,0.622,11,0,2,41,0,2,4,71,67,1.06,0.6,1.042,1290.75
°h§Ð,¸­§g¼ý,2002,85,313,278,18,28,59,44,13,1,1,77,44,1,0.212,0.273,0.277,11,8,2,21,1,3,1,97,80,1.212,0.5,0.446,399.23
°h§Ð,Ã¹ªQ¥Ã,2002,85,311,280,22,38,73,54,13,2,4,102,58,4,0.261,0.307,0.364,9,7,3,14,1,6,1,89,63,1.413,0.8,0.585,552.71
°h§Ð,³¯­P»·,2002,84,360,308,57,65,89,52,18,4,15,160,58,32,0.289,0.368,0.519,4,6,3,40,3,0,16,64,100,0.64,0.667,0.983,1033.96
